"ID","ip","score","level","data","ts"
7245,"5.169.172.99",7,"","{""tricks"":{""tricks"":[{""parsed"":""FS Torque to Fakie out"",""orig"":""Forwards | FS Torque | Fakie"",""points"":""2""},{""parsed"":""PStar to 180 out"",""orig"":""Forwards | PStar | Inspin 180"",""points"":""3""},{""parsed"":""AO Soul"",""orig"":""Forwards | Inspin 180 | Soul"",""points"":""2""}],""skipped"":[{""parsed"":""FS Torque to Fakie out"",""orig"":""Forwards | FS Torque | Fakie"",""points"":""2""},{""parsed"":""PStar to 180 out"",""orig"":""Forwards | PStar | Inspin 180"",""points"":""3""},{""parsed"":""AO Soul"",""orig"":""Forwards | Inspin 180 | Soul"",""points"":""2""}]},""config"":{""level"":""1"",""spins"":""5""}}","2023-05-01 12:44:57"
7255,"95.182.191.243",5,"","{""tricks"":{""tricks"":[{""parsed"":""Soyale"",""orig"":""Forwards | Inspin 180 | Torque Soul"",""points"":""3""},{""parsed"":""FS Full Torque to Fakie out"",""orig"":""Forwards | FS Full Torque | Fakie"",""points"":""2""}],""skipped"":[{""parsed"":""Soyale"",""orig"":""Forwards | Inspin 180 | Torque Soul"",""points"":""3""},{""parsed"":""FS Full Torque to Fakie out"",""orig"":""Forwards | FS Full Torque | Fakie"",""points"":""2""}]},""config"":{""level"":""1"",""spins"":""5""}}","2023-05-02 20:41:28"
7265,"89.64.53.220",7,"","{""tricks"":{""tricks"":[{""parsed"":""Soul to 180 out"",""orig"":""Forwards | Soul | Inspin 180"",""points"":""2""},{""parsed"":""Soyale"",""orig"":""Forwards | Inspin 180 | Torque Soul"",""points"":""3""},{""parsed"":""Switch Makio"",""orig"":""Switch | Makio"",""points"":""2""}],""skipped"":[{""parsed"":""Soul to 180 out"",""orig"":""Forwards | Soul | Inspin 180"",""points"":""2""},{""parsed"":""Soyale"",""orig"":""Forwards | Inspin 180 | Torque Soul"",""points"":""3""},{""parsed"":""Switch Makio"",""orig"":""Switch | Makio"",""points"":""2""}]},""config"":{""level"":""4"",""spins"":""5""}}","2023-05-04 22:18:21"
7275,"104.28.32.243",0,"","{""config"":{""level"":""1"",""spins"":""5""}}","2023-05-05 04:47:11"
7285,"109.37.144.138",11,"","{""tricks"":{""tricks"":[{""parsed"":""AO Makio to 180 out"",""orig"":""Forwards | Inspin 180 | Makio | Inspin 180"",""points"":""3""},{""parsed"":""Torque Soul to 180 out"",""orig"":""Forwards | Torque Soul | Outspin 180 "",""points"":""3""},{""parsed"":""Soul to 180 out"",""orig"":""Forwards | Soul | Inspin 180"",""points"":""2""},{""parsed"":""X-Grind"",""orig"":""Forwards | X-Grind"",""points"":""2""},{""parsed"":""Acid"",""orig"":""Forwards | Acid"",""points"":""1""}],""skipped"":[{""parsed"":""AO Makio to 180 out"",""orig"":""Forwards | Inspin 180 | Makio | Inspin 180"",""points"":""3""},{""parsed"":""Torque Soul to 180 out"",""orig"":""Forwards | Torque Soul | Outspin 180 "",""points"":""3""},{""parsed"":""Soul to 180 out"",""orig"":""Forwards | Soul | Inspin 180"",""points"":""2""},{""parsed"":""X-Grind"",""orig"":""Forwards | X-Grind"",""points"":""2""},{""parsed"":""Acid"",""orig"":""Forwards | Acid"",""points"":""1""}]},""config"":{""level"":""1"",""spins"":""5""}}","2023-05-08 11:32:07"
7295,"107.115.239.81",12,"","{""tricks"":{""tricks"":[{""parsed"":""BS Cab driver to Fakie out"",""orig"":""Forwards | BS Cab driver | Fakie"",""points"":""3""},{""parsed"":""Acid"",""orig"":""Forwards | Acid"",""points"":""1""},{""parsed"":""FS Royale to Fakie out"",""orig"":""Forwards | FS Royale | Fakie"",""points"":""2""},{""parsed"":""True Soyale to 180 rewind out"",""orig"":""Forwards | Outspin 180 | Torque Soul | Inspin 180"",""points"":""4""},{""parsed"":""AO Soul"",""orig"":""Forwards | Inspin 180 | Soul"",""points"":""2""}],""skipped"":[{""parsed"":""BS Cab driver to Fakie out"",""orig"":""Forwards | BS Cab driver | Fakie"",""points"":""3""},{""parsed"":""Acid"",""orig"":""Forwards | Acid"",""points"":""1""},{""parsed"":""FS Royale to Fakie out"",""orig"":""Forwards | FS Royale | Fakie"",""points"":""2""},{""parsed"":""True Soyale to 180 rewind out"",""orig"":""Forwards | Outspin 180 | Torque Soul | Inspin 180"",""points"":""4""},{""parsed"":""AO Soul"",""orig"":""Forwards | Inspin 180 | Soul"",""points"":""2""}]},""config"":{""level"":""1"",""spins"":""5""}}","2023-05-08 15:12:00"
7305,"109.37.151.232",12,"","{""tricks"":{""tricks"":[{""parsed"":""AO BS Tabernacle to 180 out"",""orig"":""Forwards | Inspin 180 | BS Tabernacle | Inspin 180"",""points"":""4""},{""parsed"":""True Mistrial to 180 out"",""orig"":""Forwards | Outspin 180 | Mistrial | Outspin 180 "",""points"":""4""},{""parsed"":""Mizou"",""orig"":""Forwards | Mizou"",""points"":""1""},{""parsed"":""Backside"",""orig"":""Forwards | Backside | Forwards"",""points"":""1""},{""parsed"":""FS Torque to Fakie out"",""orig"":""Forwards | FS Torque | Fakie"",""points"":""2""}],""skipped"":[{""parsed"":""AO BS Tabernacle to 180 out"",""orig"":""Forwards | Inspin 180 | BS Tabernacle | Inspin 180"",""points"":""4""},{""parsed"":""True Mistrial to 180 out"",""orig"":""Forwards | Outspin 180 | Mistrial | Outspin 180 "",""points"":""4""},{""parsed"":""Mizou"",""orig"":""Forwards | Mizou"",""points"":""1""},{""parsed"":""Backside"",""orig"":""Forwards | Backside | Forwards"",""points"":""1""},{""parsed"":""FS Torque to Fakie out"",""orig"":""Forwards | FS Torque | Fakie"",""points"":""2""}]},""config"":{""level"":""1"",""spins"":""5""}}","2023-05-10 18:41:46"
7315,"109.37.151.232",2,"","{""tricks"":{""tricks"":[{""parsed"":""FS Savannah"",""orig"":""Forwards | FS Savannah | Forwards"",""points"":""2""}],""skipped"":[{""parsed"":""FS Savannah"",""orig"":""Forwards | FS Savannah | Forwards"",""points"":""2""}]},""config"":{""level"":""1"",""spins"":""5""}}","2023-05-10 18:44:30"
7325,"167.108.69.255",7,"","{""tricks"":{""tricks"":[{""parsed"":""Makio to 180 out"",""orig"":""Forwards | Makio | Inspin 180"",""points"":""2""},{""parsed"":""FS Royale to Fakie out"",""orig"":""Forwards | FS Royale | Fakie"",""points"":""2""},{""parsed"":""Mizou to 180 out"",""orig"":""Forwards | Mizou | Outspin 180 "",""points"":""2""},{""parsed"":""Frontside to Fakie out"",""orig"":""Forwards | Frontside | Fakie"",""points"":""1""}],""skipped"":[{""parsed"":""Makio to 180 out"",""orig"":""Forwards | Makio | Inspin 180"",""points"":""2""},{""parsed"":""FS Royale to Fakie out"",""orig"":""Forwards | FS Royale | Fakie"",""points"":""2""},{""parsed"":""Mizou to 180 out"",""orig"":""Forwards | Mizou | Outspin 180 "",""points"":""2""},{""parsed"":""Frontside to Fakie out"",""orig"":""Forwards | Frontside | Fakie"",""points"":""1""}]},""config"":{""level"":""1"",""spins"":""5""}}","2023-05-11 21:50:41"
7335,"109.37.156.149",11,"","{""tricks"":{""tricks"":[{""parsed"":""AO X-Grind"",""orig"":""Forwards | Inspin 180 | X-Grind"",""points"":""3""},{""parsed"":""AO Makio"",""orig"":""Forwards | Inspin 180 | Makio"",""points"":""2""},{""parsed"":""AO PStar to 180 rewind out"",""orig"":""Forwards | Inspin 180 | PStar | Outspin 180 "",""points"":""4""},{""parsed"":""BS Torque"",""orig"":""Forwards | BS Torque | Forwards"",""points"":""2""}],""skipped"":[{""parsed"":""AO X-Grind"",""orig"":""Forwards | Inspin 180 | X-Grind"",""points"":""3""},{""parsed"":""AO Makio"",""orig"":""Forwards | Inspin 180 | Makio"",""points"":""2""},{""parsed"":""AO PStar to 180 rewind out"",""orig"":""Forwards | Inspin 180 | PStar | Outspin 180 "",""points"":""4""},{""parsed"":""BS Torque"",""orig"":""Forwards | BS Torque | Forwards"",""points"":""2""}]},""config"":{""level"":""1"",""spins"":""5""}}","2023-05-12 10:51:34"
7345,"87.207.217.149",0,"","{""config"":{""level"":""1"",""spins"":""5""}}","2023-05-12 17:20:00"
7355,"167.108.12.233",4,"","{""tricks"":{""tricks"":[{""parsed"":""Frontside to Fakie out"",""orig"":""Forwards | Frontside | Fakie"",""points"":""1""},{""parsed"":""Backside"",""orig"":""Forwards | Backside | Forwards"",""points"":""1""},{""parsed"":""FS Royale to Fakie out"",""orig"":""Forwards | FS Royale | Fakie"",""points"":""2""}],""skipped"":[{""parsed"":""Frontside to Fakie out"",""orig"":""Forwards | Frontside | Fakie"",""points"":""1""},{""parsed"":""Backside"",""orig"":""Forwards | Backside | Forwards"",""points"":""1""},{""parsed"":""FS Royale to Fakie out"",""orig"":""Forwards | FS Royale | Fakie"",""points"":""2""}]},""config"":{""level"":""1"",""spins"":""5""}}","2023-05-14 01:18:25"
7365,"5.168.215.223",11,"","{""tricks"":{""tricks"":[{""parsed"":""Fakie FS Royale"",""orig"":""Fakie | None FS Royale | Forwards"",""points"":""3""},{""parsed"":""FS Torque to Fakie out"",""orig"":""Forwards | None FS Torque | Fakie"",""points"":""2""},{""parsed"":""Fakie Frontside"",""orig"":""Fakie | None Frontside | Forwards"",""points"":""2""},{""parsed"":""Top Torque Soul to 180 out"",""orig"":""Forwards | Topside Torque Soul | Inspin 180"",""points"":""4""}],""skipped"":[{""parsed"":""Fakie FS Royale"",""orig"":""Fakie | None FS Royale | Forwards"",""points"":""3""},{""parsed"":""FS Torque to Fakie out"",""orig"":""Forwards | None FS Torque | Fakie"",""points"":""2""},{""parsed"":""Fakie Frontside"",""orig"":""Fakie | None Frontside | Forwards"",""points"":""2""},{""parsed"":""Top Torque Soul to 180 out"",""orig"":""Forwards | Topside Torque Soul | Inspin 180"",""points"":""4""}]},""config"":{""level"":""4"",""spins"":""5""}}","2023-05-16 15:58:59"
7375,"5.168.215.223",57,"","{""tricks"":{""tricks"":[{""parsed"":""Halfcab Top Acid to 180 rewind out"",""orig"":""Fakie | Inspin 180 | Topside Acid | Outspin 180 "",""points"":""5""},{""parsed"":""PStar"",""orig"":""Forwards | None PStar"",""points"":""2""},{""parsed"":""Halfcab Overpuss to 180 out"",""orig"":""Fakie | Inspin 180 | Topside Mistrial | Inspin 180"",""points"":""6""},{""parsed"":""Top Torque Soul"",""orig"":""Forwards | Topside Torque Soul"",""points"":""3""},{""parsed"":""Sweatstance to 180 out"",""orig"":""Forwards | Topside Mizou | Inspin 180"",""points"":""3""},{""parsed"":""Fakie Backside to Fakie out"",""orig"":""Fakie | None Backside | Fakie"",""points"":""2""},{""parsed"":""Fakie Frontside"",""orig"":""Fakie | None Frontside | Forwards"",""points"":""2""},{""parsed"":""FS Full Torque"",""orig"":""Forwards | None FS Full Torque | Forwards"",""points"":""2""},{""parsed"":""BS Unity"",""orig"":""Forwards | None BS Unity | Forwards"",""points"":""2""},{""parsed"":""Fakie BS Savannah"",""orig"":""Fakie | None BS Savannah | Forwards"",""points"":""3""},{""parsed"":""Fakie FS Torque"",""orig"":""Fakie | None FS Torque | Forwards"",""points"":""3""},{""parsed"":""FS Pudslide"",""orig"":""Forwards | None FS Pudslide | Forwards"",""points"":""3""},{""parsed"":""Fakie BS Full Torque"",""orig"":""Fakie | None BS Full Torque | Forwards"",""points"":""3""},{""parsed"":""BS Royale to Fakie out"",""orig"":""Forwards | None BS Royale | Fakie"",""points"":""2""},{""parsed"":""BS Cab driver to Fakie out"",""orig"":""Forwards | None BS Cab driver | Fakie"",""points"":""3""},{""parsed"":""Fakie FS Royale to Fakie out"",""orig"":""Fakie | None FS Royale | Fakie"",""points"":""3""},{""parsed"":""Fakie FS Fastslide"",""orig"":""Fakie | None FS Fastslide | Forwards"",""points"":""4""},{""parsed"":""Fakie BS Pudslide to Fakie out"",""orig"":""Fakie | None BS Pudslide | Fakie"",""points"":""4""},{""parsed"":""FS Savannah"",""orig"":""Forwards | None FS Savannah | Forwards"",""points"":""2""}],""skipped"":[{""parsed"":""Halfcab Top Acid to 180 rewind out"",""orig"":""Fakie | Inspin 180 | Topside Acid | Outspin 180 "",""points"":""5""},{""parsed"":""PStar"",""orig"":""Forwards | None PStar"",""points"":""2""},{""parsed"":""Halfcab Overpuss to 180 out"",""orig"":""Fakie | Inspin 180 | Topside Mistrial | Inspin 180"",""points"":""6""},{""parsed"":""Top Torque Soul"",""orig"":""Forwards | Topside Torque Soul"",""points"":""3""},{""parsed"":""Sweatstance to 180 out"",""orig"":""Forwards | Topside Mizou | Inspin 180"",""points"":""3""},{""parsed"":""Fakie Backside to Fakie out"",""orig"":""Fakie | None Backside | Fakie"",""points"":""2""},{""parsed"":""Fakie Frontside"",""orig"":""Fakie | None Frontside | Forwards"",""points"":""2""},{""parsed"":""FS Full Torque"",""orig"":""Forwards | None FS Full Torque | Forwards"",""points"":""2""},{""parsed"":""BS Unity"",""orig"":""Forwards | None BS Unity | Forwards"",""points"":""2""},{""parsed"":""Fakie BS Savannah"",""orig"":""Fakie | None BS Savannah | Forwards"",""points"":""3""},{""parsed"":""Fakie FS Torque"",""orig"":""Fakie | None FS Torque | Forwards"",""points"":""3""},{""parsed"":""FS Pudslide"",""orig"":""Forwards | None FS Pudslide | Forwards"",""points"":""3""},{""parsed"":""Fakie BS Full Torque"",""orig"":""Fakie | None BS Full Torque | Forwards"",""points"":""3""},{""parsed"":""BS Royale to Fakie out"",""orig"":""Forwards | None BS Royale | Fakie"",""points"":""2""},{""parsed"":""BS Cab driver to Fakie out"",""orig"":""Forwards | None BS Cab driver | Fakie"",""points"":""3""},{""parsed"":""Fakie FS Royale to Fakie out"",""orig"":""Fakie | None FS Royale | Fakie"",""points"":""3""},{""parsed"":""Fakie FS Fastslide"",""orig"":""Fakie | None FS Fastslide | Forwards"",""points"":""4""},{""parsed"":""Fakie BS Pudslide to Fakie out"",""orig"":""Fakie | None BS Pudslide | Fakie"",""points"":""4""},{""parsed"":""FS Savannah"",""orig"":""Forwards | None FS Savannah | Forwards"",""points"":""2""}]},""config"":{""level"":""4"",""spins"":""25""}}","2023-05-16 16:04:51"
7385,"107.122.173.60",0,"","{""config"":{""level"":""4"",""spins"":""5""}}","2023-05-16 21:56:34"
7395,"125.160.92.171",4,"","{""tricks"":{""tricks"":[{""parsed"":""Soul"",""orig"":""Forwards | Soul"",""points"":""1""},{""parsed"":""AO Acid to 180 out"",""orig"":""Forwards | Inspin 180 | Acid | Inspin 180"",""points"":""3""}],""skipped"":[{""parsed"":""Soul"",""orig"":""Forwards | Soul"",""points"":""1""},{""parsed"":""AO Acid to 180 out"",""orig"":""Forwards | Inspin 180 | Acid | Inspin 180"",""points"":""3""}]},""config"":{""level"":""1"",""spins"":""5""}}","2023-05-17 05:07:40"
7405,"104.28.32.243",13,"","{""tricks"":{""tricks"":[{""parsed"":""FS Backslide"",""orig"":""Forwards | FS Backslide | Forwards"",""points"":""2""},{""parsed"":""AO PStar to 180 out"",""orig"":""Forwards | Inspin 180 | PStar | Inspin 180"",""points"":""4""},{""parsed"":""BS Full Torque"",""orig"":""Forwards | BS Full Torque | Forwards"",""points"":""2""},{""parsed"":""AO Mizou to 180 out"",""orig"":""Forwards | Inspin 180 | Mizou | Inspin 180"",""points"":""3""},{""parsed"":""Makio to 180 out"",""orig"":""Forwards | Makio | Inspin 180"",""points"":""2""}],""skipped"":[{""parsed"":""FS Backslide"",""orig"":""Forwards | FS Backslide | Forwards"",""points"":""2""},{""parsed"":""AO PStar to 180 out"",""orig"":""Forwards | Inspin 180 | PStar | Inspin 180"",""points"":""4""},{""parsed"":""BS Full Torque"",""orig"":""Forwards | BS Full Torque | Forwards"",""points"":""2""},{""parsed"":""AO Mizou to 180 out"",""orig"":""Forwards | Inspin 180 | Mizou | Inspin 180"",""points"":""3""},{""parsed"":""Makio to 180 out"",""orig"":""Forwards | Makio | Inspin 180"",""points"":""2""}]},""config"":{""level"":""1"",""spins"":""5""}}","2023-05-17 06:16:46"
7415,"116.88.83.128",0,"","{""config"":{""level"":""1"",""spins"":""5""}}","2023-05-18 03:32:36"
7425,"31.17.7.73",10,"","{""tricks"":{""tricks"":[{""parsed"":""Switch AO FS Tabernacle"",""orig"":""Switch | Inspin 180 | None FS Tabernacle"",""points"":""4""},{""parsed"":""Fakie Cross-Grab BS Fastslide"",""orig"":""Fakie | Cross-Grab BS Fastslide | Forwards"",""points"":""6""}],""skipped"":[{""parsed"":""Switch AO FS Tabernacle"",""orig"":""Switch | Inspin 180 | None FS Tabernacle"",""points"":""4""},{""parsed"":""Fakie Cross-Grab BS Fastslide"",""orig"":""Fakie | Cross-Grab BS Fastslide | Forwards"",""points"":""6""}]},""config"":{""level"":""4"",""spins"":""5""}}","2023-05-24 08:17:18"
7435,"90.252.205.37",14,"","{""tricks"":{""tricks"":[{""parsed"":""BS Unity"",""orig"":""Forwards | None BS Unity | Forwards"",""points"":""2""},{""parsed"":""360 X-Grind to 180 out"",""orig"":""Forwards | Inspin 360 | None X-Grind | Inspin 180"",""points"":""5""},{""parsed"":""AO Mistrial to 360 out"",""orig"":""Forwards | Inspin 180 | None Mistrial | Inspin 360"",""points"":""5""},{""parsed"":""FS Savannah to Fakie out"",""orig"":""Forwards | None FS Savannah | Fakie"",""points"":""2""}],""skipped"":[{""parsed"":""BS Unity"",""orig"":""Forwards | None BS Unity | Forwards"",""points"":""2""},{""parsed"":""360 X-Grind to 180 out"",""orig"":""Forwards | Inspin 360 | None X-Grind | Inspin 180"",""points"":""5""},{""parsed"":""AO Mistrial to 360 out"",""orig"":""Forwards | Inspin 180 | None Mistrial | Inspin 360"",""points"":""5""},{""parsed"":""FS Savannah to Fakie out"",""orig"":""Forwards | None FS Savannah | Fakie"",""points"":""2""}]},""config"":{""level"":""2"",""spins"":""5""}}","2023-05-25 00:08:08"
7445,"213.55.188.22",7,"","{""tricks"":{""tricks"":[{""parsed"":""Mistrial"",""orig"":""Forwards | Mistrial"",""points"":""2""},{""parsed"":""PStar"",""orig"":""Forwards | PStar"",""points"":""2""},{""parsed"":""Mizou to 180 out"",""orig"":""Forwards | Mizou | Inspin 180"",""points"":""2""},{""parsed"":""Acid"",""orig"":""Forwards | Acid"",""points"":""1""}],""skipped"":[{""parsed"":""Mistrial"",""orig"":""Forwards | Mistrial"",""points"":""2""},{""parsed"":""PStar"",""orig"":""Forwards | PStar"",""points"":""2""},{""parsed"":""Mizou to 180 out"",""orig"":""Forwards | Mizou | Inspin 180"",""points"":""2""},{""parsed"":""Acid"",""orig"":""Forwards | Acid"",""points"":""1""}]},""config"":{""level"":""1"",""spins"":""5""}}","2023-05-26 15:13:52"
7455,"213.55.226.61",2,"","{""tricks"":{""tricks"":[{""parsed"":""Mistrial"",""orig"":""Forwards | Mistrial"",""points"":""2""}],""skipped"":[{""parsed"":""Mistrial"",""orig"":""Forwards | Mistrial"",""points"":""2""}]},""config"":{""level"":""1"",""spins"":""5""}}","2023-05-27 15:44:14"
7465,"84.15.185.159",11,"","{""tricks"":{""tricks"":[{""parsed"":""AO Mizou"",""orig"":""Forwards | Inspin 180 | Mizou"",""points"":""2""},{""parsed"":""FS Torque"",""orig"":""Forwards | FS Torque | Forwards"",""points"":""2""},{""parsed"":""FS Fastslide"",""orig"":""Forwards | FS Fastslide | Forwards"",""points"":""3""},{""parsed"":""BS Royale to Fakie out"",""orig"":""Forwards | BS Royale | Fakie"",""points"":""2""},{""parsed"":""FS Backslide to Fakie out"",""orig"":""Forwards | FS Backslide | Fakie"",""points"":""2""}],""skipped"":[{""parsed"":""AO Mizou"",""orig"":""Forwards | Inspin 180 | Mizou"",""points"":""2""},{""parsed"":""FS Torque"",""orig"":""Forwards | FS Torque | Forwards"",""points"":""2""},{""parsed"":""FS Fastslide"",""orig"":""Forwards | FS Fastslide | Forwards"",""points"":""3""},{""parsed"":""BS Royale to Fakie out"",""orig"":""Forwards | BS Royale | Fakie"",""points"":""2""},{""parsed"":""FS Backslide to Fakie out"",""orig"":""Forwards | FS Backslide | Fakie"",""points"":""2""}]},""config"":{""level"":""1"",""spins"":""5""}}","2023-05-30 16:57:22"
7475,"78.63.47.112",14,"","{""tricks"":{""tricks"":[{""parsed"":""FS Fastslide"",""orig"":""Forwards | FS Fastslide | Forwards"",""points"":""3""},{""parsed"":""AO Mizou to 180 rewind out"",""orig"":""Forwards | Inspin 180 | Mizou | Outspin 180 "",""points"":""3""},{""parsed"":""Makio to 180 out"",""orig"":""Forwards | Makio | Inspin 180"",""points"":""2""},{""parsed"":""Soyale to 180 out"",""orig"":""Forwards | Inspin 180 | Torque Soul | Inspin 180"",""points"":""4""},{""parsed"":""FS Full Torque to Fakie out"",""orig"":""Forwards | FS Full Torque | Fakie"",""points"":""2""}],""skipped"":[{""parsed"":""FS Fastslide"",""orig"":""Forwards | FS Fastslide | Forwards"",""points"":""3""},{""parsed"":""AO Mizou to 180 rewind out"",""orig"":""Forwards | Inspin 180 | Mizou | Outspin 180 "",""points"":""3""},{""parsed"":""Makio to 180 out"",""orig"":""Forwards | Makio | Inspin 180"",""points"":""2""},{""parsed"":""Soyale to 180 out"",""orig"":""Forwards | Inspin 180 | Torque Soul | Inspin 180"",""points"":""4""},{""parsed"":""FS Full Torque to Fakie out"",""orig"":""Forwards | FS Full Torque | Fakie"",""points"":""2""}]},""config"":{""level"":""1"",""spins"":""5""}}","2023-05-30 17:20:31"
